date,ticker,action,shares,price,notional,cost
2019-05-08,3034.TW,BUY,163,131.0624237060547,21363.175064086914,0.0
2019-05-08,2049.TW,BUY,97,219.1103515625,21253.7041015625,0.0
2019-05-08,4938.TW,BUY,606,35.24620056152344,21359.197540283203,0.0
2019-05-08,3711.TW,SELL,418,50.727664947509766,21204.163948059082,0.0
2019-05-08,2883.TW,SELL,3006,7.093062877655029,21321.747010231018,0.0
2019-05-08,2207.TW,SELL,58,371.771484375,21562.74609375,0.0
2019-05-08,6415.TW,SELL,176,121.83892059326172,21443.650024414062,0.0
2019-05-09,3034.TW,SELL,163,131.36439514160156,21412.396408081055,0.0
2019-05-09,3443.TW,SELL,110,183.77801513671875,20215.581665039062,0.0
2019-05-09,9910.TW,SELL,150,139.52273559570312,20928.41033935547,0.0
2019-05-09,2049.TW,BUY,2,208.21536254882812,416.43072509765625,0.0
2019-05-09,2207.TW,BUY,58,354.0681457519531,20535.95245361328,0.0
2019-05-09,3008.TW,BUY,5,3463.05908203125,17315.29541015625,0.0
2019-05-09,3037.TW,BUY,713,29.107637405395508,20753.745470046997,0.0
2019-05-10,3019.TW,BUY,320,65.43293762207031,20938.5400390625,0.0
2019-05-10,4938.TW,BUY,8,34.06034851074219,272.4827880859375,0.0
2019-05-10,3034.TW,BUY,164,127.43856811523438,20899.925170898438,0.0
2019-05-10,2317.TW,BUY,336,62.30107116699219,20933.159912109375,0.0
2019-05-10,5871.TW,BUY,272,76.79000091552734,20886.880249023438,0.0
2019-05-10,3008.TW,SELL,5,3498.396728515625,17491.983642578125,0.0
2019-05-10,2207.TW,SELL,58,358.1851501464844,20774.738708496094,0.0
2019-05-10,2049.TW,SELL,99,209.82943725585938,20773.114288330078,0.0
2019-05-10,3037.TW,SELL,713,29.624343872070312,21122.157180786133,0.0
2019-05-13,2317.TW,SELL,336,60.44023895263672,20307.920288085938,0.0
2019-05-13,4938.TW,SELL,614,34.06034851074219,20913.053985595703,0.0
2019-05-13,5871.TW,SELL,272,74.91706848144531,20377.442626953125,0.0
2019-05-13,2049.TW,BUY,104,194.49574279785156,20227.557250976562,0.0
2019-05-13,3008.TW,BUY,6,3337.4150390625,20024.490234375,0.0
2019-05-13,3019.TW,BUY,2,63.02436828613281,126.04873657226562,0.0
2019-05-13,3034.TW,BUY,4,120.79484558105469,483.17938232421875,0.0
2019-05-13,6415.TW,BUY,181,112.33880615234375,20333.32391357422,0.0
2019-05-14,9910.TW,BUY,149,136.2073516845703,20294.895401000977,0.0
2019-05-14,6415.TW,BUY,6,109.0137710571289,654.0826263427734,0.0
2019-05-14,5871.TW,BUY,278,73.3563003540039,20393.051498413086,0.0
2019-05-14,4938.TW,BUY,609,33.4674186706543,20381.657970428467,0.0
2019-05-14,2049.TW,SELL,104,194.49574279785156,20227.557250976562,0.0
2019-05-14,3034.TW,SELL,168,122.30480194091797,20547.20672607422,0.0
2019-05-14,3019.TW,SELL,322,64.71036529541016,20836.73762512207,0.0
2019-05-14,3008.TW,SELL,6,3357.047119140625,20142.28271484375,0.0
2019-05-14,3037.TW,BUY,676,30.141050338745117,20375.3500289917,0.0
2019-05-15,3034.TW,BUY,174,121.09684753417969,21070.851470947266,0.0
2019-05-15,3019.TW,BUY,328,64.2286605834961,21067.00067138672,0.0
2019-05-15,3008.TW,BUY,6,3349.194091796875,20095.16455078125,0.0
2019-05-15,2317.TW,BUY,363,57.90948486328125,21021.143005371094,0.0
2019-05-15,2303.TW,BUY,2367,8.902623176574707,21072.50905895233,0.0
2019-05-15,6415.TW,SELL,187,115.18883514404297,21540.312171936035,0.0
2019-05-15,5871.TW,SELL,278,74.29275512695312,20653.38592529297,0.0
2019-05-15,4938.TW,SELL,609,33.533302307128906,20421.781105041504,0.0
2019-05-15,3037.TW,SELL,676,32.29397964477539,21830.730239868164,0.0
2019-05-15,9910.TW,SELL,149,139.2464599609375,20747.722534179688,0.0
2019-05-16,3037.TW,BUY,694,29.882699966430664,20738.59377670288,0.0
2019-05-16,3034.TW,BUY,2,117.77499389648438,235.54998779296875,0.0
2019-05-16,2327.TW,BUY,459,45.217281341552734,20754.732135772705,0.0
2019-05-16,5871.TW,BUY,286,72.41983032226562,20712.07147216797,0.0
2019-05-16,3019.TW,SELL,328,62.62293243408203,20540.321838378906,0.0
2019-05-16,3008.TW,SELL,6,3337.4150390625,20024.490234375,0.0
2019-05-16,2303.TW,SELL,2367,8.937129974365234,21154.18664932251,0.0
2019-05-16,2317.TW,BUY,4,56.49524688720703,225.98098754882812,0.0
2019-05-17,2317.TW,SELL,6,55.60203552246094,333.6122131347656,0.0
2019-05-17,2327.TW,SELL,459,45.308074951171875,20796.40640258789,0.0
2019-05-17,5871.TW,SELL,286,71.48336791992188,20444.243225097656,0.0
2019-05-17,3008.TW,BUY,6,3023.3056640625,18139.833984375,0.0
2019-05-17,3034.TW,BUY,1,113.24517822265625,113.24517822265625,0.0
2019-05-17,3037.TW,BUY,45,27.213062286376953,1224.587802886963,0.0
2019-05-17,3231.TW,BUY,1276,15.76213264465332,20112.481254577637,0.0
2019-05-20,6415.TW,BUY,189,105.33246612548828,19907.836097717285,0.0
2019-05-20,3665.TW,BUY,131,151.97805786132812,19909.125579833984,0.0
2019-05-20,3037.TW,BUY,22,26.22271156311035,576.8996543884277,0.0
2019-05-20,3034.TW,BUY,6,108.71537017822266,652.2922210693359,0.0
2019-05-20,3231.TW,SELL,1276,15.832032203674316,20201.673091888428,0.0
2019-05-20,3008.TW,SELL,6,3129.317626953125,18775.90576171875,0.0
2019-05-20,2317.TW,SELL,361,55.82534408569336,20152.949214935303,0.0
2019-05-20,2303.TW,BUY,2269,8.799104690551758,19965.16854286194,0.0
2019-05-21,2303.TW,SELL,2269,8.937129974365234,20278.347911834717,0.0
2019-05-21,3037.TW,SELL,4,26.825532913208008,107.30213165283203,0.0
2019-05-21,3665.TW,SELL,131,157.96145629882812,20692.950775146484,0.0
2019-05-21,6415.TW,SELL,189,110.43878173828125,20872.929748535156,0.0
2019-05-21,2317.TW,BUY,364,55.82534408569336,20320.425247192383,0.0
2019-05-21,3034.TW,BUY,11,104.7895278930664,1152.6848068237305,0.0
2019-05-21,3711.TW,BUY,448,45.365020751953125,20323.529296875,0.0
